Email address,State,Started on,Completed,Time taken,Grade/100.00,Q. 1 /26.67,Q. 2 /6.67,Q. 3 /6.67,Q. 4 /6.67,Q. 5 /6.67,Q. 6 /6.67,Q. 7 /6.67,Q. 8 /6.67,Q. 9 /6.67,Q. 10 /6.67,Q. 11 /6.67,Q. 12 /6.67
45,Finished,8 November 2020  2:03 PM,8 November 2020  2:16 PM,13 mins,3.33,0.00,-1.67,3.33,-1.67,-1.67,0.00,0.00,0.00,-1.67,0.00,0.00,6.67
1,Finished,8 November 2020  2:03 PM,8 November 2020  2:05 PM,2 mins 25 secs,1.33,8.00,-1.67,0.00,-1.67,-1.67,0.00,0.00,1.67,-1.67,0.00,0.00,-1.67
219,Finished,8 November 2020  2:05 PM,8 November 2020  2:45 PM,40 mins,10.0,-,-1.67,3.33,-1.67,-1.67,0.00,0.00,-,6.67,6.67,0.00,-1.67
436,Finished,8 November 2020  2:08 PM,8 November 2020  2:22 PM,13 mins 40 secs,16.67,0.00,-1.67,0.00,6.67,-1.67,0.00,0.00,5.00,-1.67,3.33,0.00,6.67
191,Finished,8 November 2020  2:08 PM,8 November 2020  2:11 PM,3 mins 3 secs,45.0,0.00,6.67,6.67,-1.67,6.67,6.67,6.67,5.00,-1.67,3.33,0.00,6.67
53,Finished,8 November 2020  2:09 PM,8 November 2020  2:35 PM,26 mins 12 secs,33.0,8.00,-1.67,3.33,-1.67,-1.67,6.67,6.67,1.67,6.67,6.67,0.00,-1.67
51,Finished,8 November 2020  2:09 PM,8 November 2020  2:32 PM,23 mins 13 secs,19.67,8.00,-1.67,-,-,6.67,-,-,-,6.67,-,-,-
82,Finished,8 November 2020  2:11 PM,8 November 2020  2:53 PM,41 mins 30 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
437,Finished,8 November 2020  2:13 PM,8 November 2020  2:32 PM,18 mins 50 secs,21.67,0.00,-1.67,3.33,-1.67,-1.67,0.00,6.67,0.00,6.67,3.33,0.00,6.67
131,Finished,8 November 2020  2:13 PM,8 November 2020  2:30 PM,16 mins 43 secs,40.0,13.33,6.67,6.67,-1.67,-1.67,0.00,6.67,1.67,-1.67,3.33,0.00,6.67
276,Finished,8 November 2020  2:19 PM,8 November 2020  2:57 PM,38 mins 43 secs,66.67,26.67,6.67,3.33,6.67,-1.67,0.00,0.00,1.67,6.67,3.33,6.67,6.67
39,Finished,8 November 2020  2:23 PM,8 November 2020  3:03 PM,40 mins,51.0,2.67,6.67,6.67,-1.67,6.67,6.67,6.67,5.00,-1.67,6.67,0.00,6.67
155,Finished,8 November 2020  2:27 PM,8 November 2020  2:50 PM,22 mins 59 secs,30.0,13.33,6.67,3.33,-1.67,-1.67,0.00,6.67,3.33,-1.67,3.33,0.00,-1.67
195,Finished,8 November 2020  2:27 PM,8 November 2020  2:56 PM,29 mins 13 secs,54.67,21.33,-1.67,6.67,6.67,-1.67,0.00,0.00,6.67,6.67,3.33,0.00,6.67
140,Finished,8 November 2020  2:29 PM,8 November 2020  3:09 PM,40 mins,38.0,8.00,6.67,6.67,-,6.67,0.00,6.67,0.00,-,3.33,-,-
0,Finished,8 November 2020  2:30 PM,8 November 2020  3:10 PM,40 mins,28.0,8.00,-1.67,-,6.67,-1.67,-,6.67,-,-,3.33,0.00,6.67
112,Finished,8 November 2020  2:30 PM,8 November 2020  2:45 PM,15 mins,58.33,26.67,6.67,3.33,-1.67,-1.67,6.67,6.67,5.00,-1.67,1.67,0.00,6.67
241,Finished,8 November 2020  2:31 PM,8 November 2020  2:46 PM,15 mins 28 secs,25.0,0.00,-1.67,3.33,-1.67,-1.67,6.67,6.67,5.00,6.67,3.33,0.00,-1.67
8,Finished,8 November 2020  2:33 PM,8 November 2020  3:15 PM,41 mins 16 secs,20.0,-,-,6.67,-,-,-,-,1.67,-1.67,6.67,0.00,6.67
10,Finished,8 November 2020  2:35 PM,8 November 2020  2:58 PM,23 mins 24 secs,41.67,0.00,6.67,3.33,6.67,-1.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67
83,Finished,8 November 2020  2:36 PM,8 November 2020  2:43 PM,7 mins 44 secs,43.33,13.33,-1.67,1.67,-1.67,-1.67,6.67,6.67,5.00,6.67,1.67,0.00,6.67
160,Finished,8 November 2020  2:37 PM,8 November 2020  3:17 PM,39 mins 39 secs,56.0,16.00,-1.67,6.67,-1.67,-1.67,6.67,6.67,5.00,6.67,6.67,0.00,6.67
74,Finished,8 November 2020  2:39 PM,8 November 2020  3:19 PM,40 mins,44.0,10.67,-1.67,3.33,6.67,-,0.00,-,5.00,6.67,6.67,0.00,6.67
38,Finished,8 November 2020  2:43 PM,8 November 2020  3:16 PM,32 mins 41 secs,40.0,13.33,-1.67,3.33,-1.67,6.67,0.00,6.67,5.00,6.67,3.33,0.00,-1.67
96,Finished,8 November 2020  2:45 PM,8 November 2020  3:13 PM,28 mins 11 secs,53.33,13.33,6.67,3.33,-1.67,-1.67,6.67,6.67,0.00,6.67,6.67,0.00,6.67
148,Finished,8 November 2020  2:46 PM,8 November 2020  3:15 PM,29 mins 11 secs,43.33,0.00,6.67,3.33,-1.67,6.67,0.00,6.67,5.00,6.67,3.33,0.00,6.67
255,Finished,8 November 2020  2:46 PM,8 November 2020  3:28 PM,41 mins 32 secs,1.67,-,-,-,-,-,-,-,1.67,-,-,-,-
235,Finished,8 November 2020  2:48 PM,8 November 2020  2:57 PM,8 mins 46 secs,46.67,13.33,-1.67,3.33,6.67,-1.67,6.67,0.00,0.00,6.67,6.67,0.00,6.67
136,Finished,8 November 2020  2:48 PM,8 November 2020  3:28 PM,40 mins,71.33,21.33,-,6.67,-1.67,6.67,6.67,6.67,5.00,6.67,6.67,0.00,6.67
212,Finished,8 November 2020  2:51 PM,8 November 2020  3:33 PM,41 mins 29 secs,8.33,-,-,3.33,-1.67,-,-,6.67,-,-,-,-,-
218,Finished,8 November 2020  2:56 PM,8 November 2020  3:27 PM,30 mins 26 secs,40.0,13.33,-1.67,3.33,6.67,6.67,0.00,0.00,3.33,-1.67,3.33,0.00,6.67
10,Finished,8 November 2020  2:58 PM,8 November 2020  3:01 PM,2 mins 24 secs,41.67,0.00,-1.67,3.33,6.67,6.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67
146,Finished,8 November 2020  2:58 PM,8 November 2020  3:27 PM,28 mins 53 secs,58.0,21.33,-1.67,6.67,-1.67,-1.67,6.67,6.67,1.67,6.67,6.67,0.00,6.67
227,Finished,8 November 2020  3:00 PM,8 November 2020  3:42 PM,41 mins 28 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
10,Finished,8 November 2020  3:01 PM,8 November 2020  3:02 PM,1 min 13 secs,41.67,0.00,6.67,3.33,-1.67,6.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67
188,Finished,8 November 2020  3:05 PM,8 November 2020  3:26 PM,21 mins 52 secs,68.0,21.33,6.67,3.33,6.67,6.67,6.67,6.67,5.00,-1.67,0.00,0.00,6.67
111,Finished,8 November 2020  3:06 PM,8 November 2020  3:46 PM,40 mins 1 sec,30.0,-,6.67,6.67,-1.67,-1.67,-,6.67,-,6.67,0.00,0.00,6.67
73,Finished,8 November 2020  3:08 PM,8 November 2020  3:40 PM,32 mins 1 sec,32.67,2.67,-1.67,5.00,-1.67,-1.67,6.67,6.67,5.00,-1.67,6.67,0.00,6.67
140,Finished,8 November 2020  3:09 PM,8 November 2020  3:23 PM,13 mins 24 secs,59.67,8.00,6.67,6.67,6.67,6.67,0.00,6.67,1.67,6.67,3.33,0.00,6.67
10,Finished,8 November 2020  3:09 PM,8 November 2020  3:11 PM,1 min 9 secs,33.33,0.00,-1.67,3.33,-1.67,6.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67
10,Finished,8 November 2020  3:11 PM,8 November 2020  3:12 PM,1 min 9 secs,33.33,0.00,-1.67,3.33,-1.67,6.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67
0,Finished,8 November 2020  3:11 PM,8 November 2020  3:29 PM,17 mins 25 secs,56.67,26.67,-1.67,0.00,6.67,-1.67,0.00,6.67,3.33,6.67,3.33,0.00,6.67
100,Finished,8 November 2020  3:14 PM,8 November 2020  3:47 PM,32 mins 51 secs,75.0,26.67,-1.67,6.67,6.67,6.67,6.67,6.67,5.00,-1.67,6.67,0.00,6.67
147,Finished,8 November 2020  3:14 PM,8 November 2020  3:27 PM,13 mins 39 secs,61.67,0.00,6.67,3.33,6.67,6.67,6.67,6.67,5.00,6.67,6.67,0.00,6.67
284,Finished,8 November 2020  3:15 PM,8 November 2020  3:28 PM,13 mins 1 sec,36.67,13.33,-1.67,1.67,-1.67,-1.67,6.67,6.67,5.00,-1.67,3.33,0.00,6.67
74,Finished,8 November 2020  3:24 PM,8 November 2020  3:37 PM,13 mins 5 secs,54.0,10.67,-1.67,3.33,6.67,6.67,0.00,6.67,1.67,6.67,6.67,0.00,6.67
429,Finished,8 November 2020  3:25 PM,8 November 2020  3:53 PM,28 mins 46 secs,44.67,8.00,6.67,6.67,-1.67,-1.67,6.67,6.67,1.67,-1.67,6.67,0.00,6.67
142,Finished,8 November 2020  3:25 PM,8 November 2020  3:45 PM,19 mins 24 secs,30.0,13.33,-1.67,1.67,-1.67,6.67,6.67,0.00,0.00,-1.67,0.00,0.00,6.67
136,Finished,8 November 2020  3:29 PM,8 November 2020  3:36 PM,6 mins 52 secs,78.0,21.33,6.67,6.67,-1.67,6.67,6.67,6.67,5.00,6.67,6.67,0.00,6.67
438,Finished,8 November 2020  3:34 PM,8 November 2020  3:47 PM,13 mins 26 secs,18.33,0.00,-1.67,3.33,-1.67,6.67,0.00,6.67,5.00,-1.67,3.33,0.00,-1.67
133,Finished,8 November 2020  3:45 PM,8 November 2020  4:25 PM,40 mins 1 sec,-3.33,0.00,-1.67,-,-,-1.67,-,-,-,-,-,0.00,-
111,Finished,8 November 2020  3:46 PM,8 November 2020  4:06 PM,19 mins 54 secs,63.33,26.67,6.67,6.67,-1.67,-1.67,0.00,6.67,6.67,6.67,0.00,0.00,6.67
100,Finished,8 November 2020  3:47 PM,8 November 2020  4:29 PM,41 mins 33 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
66,Finished,8 November 2020  3:51 PM,8 November 2020  4:09 PM,17 mins 5 secs,24.67,8.00,-1.67,3.33,-1.67,-1.67,0.00,6.67,0.00,-1.67,0.00,6.67,6.67
130,Finished,8 November 2020  3:53 PM,8 November 2020  4:21 PM,27 mins 59 secs,28.33,0.00,6.67,6.67,6.67,-1.67,0.00,6.67,0.00,-1.67,6.67,0.00,-1.67
429,Finished,8 November 2020  3:54 PM,8 November 2020  4:36 PM,41 mins 52 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
145,Finished,8 November 2020  4:03 PM,8 November 2020  4:33 PM,29 mins 18 secs,26.67,13.33,-1.67,3.33,-1.67,-1.67,0.00,6.67,0.00,-1.67,3.33,0.00,6.67
255,Finished,8 November 2020  4:05 PM,8 November 2020  4:10 PM,4 mins 55 secs,5.0,-,-,-,-,-,-,-,-,-1.67,-,-,6.67
62,Finished,8 November 2020  4:10 PM,8 November 2020  4:52 PM,41 mins 37 secs,-1.67,-,-,-,-,-,-,-,-,-1.67,-,-,-
12,Finished,8 November 2020  4:10 PM,8 November 2020  4:52 PM,41 mins 29 secs,20.0,-,6.67,6.67,-,-,-,-,-,-,6.67,-,-
255,Finished,8 November 2020  4:10 PM,8 November 2020  4:52 PM,41 mins 12 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
150,Finished,8 November 2020  4:11 PM,8 November 2020  4:51 PM,40 mins,56.67,26.67,6.67,6.67,-1.67,-1.67,0.00,6.67,5.00,-1.67,3.33,0.00,6.67
227,Finished,8 November 2020  4:21 PM,8 November 2020  4:52 PM,31 mins 17 secs,37.33,10.67,-1.67,0.00,-1.67,-1.67,0.00,6.67,5.00,6.67,6.67,0.00,6.67
43,Finished,8 November 2020  4:25 PM,8 November 2020  5:05 PM,40 mins 1 sec,45.0,-,6.67,6.67,-,-,6.67,6.67,5.00,6.67,-,-,6.67
33,Finished,8 November 2020  4:26 PM,8 November 2020  4:51 PM,25 mins 43 secs,81.67,26.67,6.67,6.67,6.67,-,6.67,6.67,3.33,-1.67,6.67,6.67,6.67
133,Finished,8 November 2020  4:26 PM,8 November 2020  5:06 PM,40 mins,26.67,0.00,-1.67,3.33,-,-1.67,6.67,6.67,3.33,-1.67,5.00,0.00,6.67
439,Finished,8 November 2020  4:26 PM,8 November 2020  4:40 PM,14 mins 18 secs,21.67,0.00,-1.67,3.33,-1.67,-1.67,6.67,6.67,5.00,6.67,0.00,0.00,-1.67
440,Finished,8 November 2020  4:26 PM,8 November 2020  4:47 PM,20 mins 37 secs,31.67,13.33,-1.67,3.33,6.67,-1.67,6.67,0.00,1.67,-1.67,6.67,0.00,-1.67
107,Finished,8 November 2020  4:31 PM,8 November 2020  5:13 PM,41 mins 12 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
80,Finished,8 November 2020  4:33 PM,8 November 2020  5:13 PM,40 mins,20.0,0.00,-,-,6.67,-1.67,0.00,0.00,5.00,-,3.33,0.00,6.67
441,Finished,8 November 2020  4:35 PM,8 November 2020  4:48 PM,12 mins 56 secs,40.0,13.33,6.67,3.33,-1.67,-1.67,6.67,6.67,1.67,-1.67,0.00,0.00,6.67
243,Finished,8 November 2020  4:39 PM,8 November 2020  5:16 PM,36 mins 29 secs,68.0,8.00,6.67,6.67,6.67,6.67,6.67,6.67,0.00,6.67,6.67,0.00,6.67
168,Finished,8 November 2020  4:40 PM,8 November 2020  5:20 PM,40 mins,35.0,0.00,6.67,3.33,6.67,-,6.67,-,0.00,6.67,6.67,0.00,-1.67
79,Finished,8 November 2020  4:40 PM,8 November 2020  5:19 PM,38 mins 49 secs,38.0,8.00,6.67,1.67,-1.67,6.67,0.00,6.67,5.00,-1.67,0.00,0.00,6.67
441,Finished,8 November 2020  4:49 PM,8 November 2020  4:53 PM,3 mins 50 secs,20.0,0.00,6.67,3.33,-1.67,-1.67,6.67,0.00,1.67,-1.67,0.00,0.00,6.67
171,Finished,8 November 2020  4:51 PM,8 November 2020  5:27 PM,36 mins 6 secs,43.0,8.00,6.67,0.00,-1.67,6.67,6.67,0.00,0.00,6.67,3.33,0.00,6.67
150,Finished,8 November 2020  4:52 PM,8 November 2020  5:04 PM,12 mins 8 secs,58.33,26.67,6.67,6.67,-1.67,-,0.00,6.67,5.00,-1.67,3.33,0.00,6.67
20,Finished,8 November 2020  4:53 PM,8 November 2020  5:09 PM,16 mins 45 secs,48.33,0.00,6.67,6.67,-1.67,6.67,6.67,6.67,5.00,-1.67,6.67,0.00,6.67
104,Finished,8 November 2020  4:56 PM,8 November 2020  5:11 PM,14 mins 29 secs,28.33,13.33,6.67,6.67,-1.67,-1.67,0.00,0.00,0.00,6.67,0.00,0.00,-1.67
162,Finished,8 November 2020  4:59 PM,8 November 2020  5:39 PM,39 mins 42 secs,56.33,8.00,6.67,6.67,6.67,-1.67,0.00,6.67,6.67,6.67,3.33,0.00,6.67
62,Finished,8 November 2020  5:02 PM,8 November 2020  5:08 PM,6 mins 19 secs,23.33,13.33,-1.67,1.67,-1.67,6.67,0.00,0.00,0.00,-1.67,0.00,0.00,6.67
136,Finished,8 November 2020  5:02 PM,8 November 2020  5:10 PM,7 mins 53 secs,78.0,21.33,6.67,6.67,-1.67,6.67,6.67,6.67,5.00,6.67,6.67,0.00,6.67
184,Finished,8 November 2020  5:03 PM,8 November 2020  5:43 PM,40 mins 1 sec,38.0,8.00,-,6.67,-1.67,6.67,0.00,0.00,5.00,6.67,6.67,0.00,-
255,Finished,8 November 2020  5:04 PM,8 November 2020  5:33 PM,28 mins 8 secs,36.67,-,6.67,3.33,6.67,-,0.00,6.67,5.00,-1.67,3.33,0.00,6.67
258,Finished,8 November 2020  5:07 PM,8 November 2020  5:27 PM,20 mins 33 secs,25.0,0.00,6.67,3.33,-1.67,-1.67,0.00,6.67,0.00,-1.67,6.67,0.00,6.67
150,Finished,8 November 2020  5:07 PM,8 November 2020  5:49 PM,41 mins 51 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
133,Finished,8 November 2020  5:08 PM,8 November 2020  5:24 PM,15 mins 23 secs,25.0,0.00,-1.67,3.33,-1.67,-1.67,6.67,6.67,3.33,-1.67,5.00,0.00,6.67
51,Finished,8 November 2020  5:11 PM,8 November 2020  5:33 PM,22 mins 31 secs,78.0,21.33,6.67,6.67,-1.67,6.67,6.67,6.67,5.00,6.67,6.67,0.00,6.67
97,Finished,8 November 2020  5:12 PM,8 November 2020  5:52 PM,40 mins,20.0,0.00,-,3.33,-1.67,-,0.00,-,5.00,6.67,-,0.00,6.67
80,Finished,8 November 2020  5:14 PM,8 November 2020  5:31 PM,17 mins 16 secs,54.67,8.00,6.67,6.67,6.67,-1.67,6.67,0.00,5.00,6.67,3.33,0.00,6.67
41,Finished,8 November 2020  5:17 PM,8 November 2020  5:57 PM,40 mins,10.0,-,6.67,-,-,-1.67,-,-,5.00,-,-,-,-
79,Finished,8 November 2020  5:20 PM,8 November 2020  6:01 PM,41 mins 1 sec,0.0,-,-,-,-,-,-,-,-,-,-,-,-
199,Finished,8 November 2020  5:21 PM,8 November 2020  5:54 PM,33 mins 24 secs,46.67,0.00,6.67,3.33,-1.67,6.67,6.67,6.67,1.67,6.67,3.33,0.00,6.67
442,Finished,8 November 2020  5:23 PM,8 November 2020  5:48 PM,25 mins 15 secs,43.33,13.33,-1.67,1.67,-1.67,-1.67,6.67,6.67,1.67,-1.67,6.67,6.67,6.67
80,Finished,8 November 2020  5:31 PM,8 November 2020  6:13 PM,41 mins 28 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
152,Finished,8 November 2020  5:32 PM,8 November 2020  6:14 PM,41 mins 44 secs,46.67,13.33,6.67,3.33,6.67,-,0.00,0.00,5.00,6.67,6.67,0.00,-1.67
7,Finished,8 November 2020  5:39 PM,8 November 2020  6:06 PM,26 mins 46 secs,21.67,0.00,6.67,3.33,6.67,-1.67,0.00,0.00,1.67,-1.67,0.00,0.00,6.67
168,Finished,8 November 2020  5:39 PM,8 November 2020  5:45 PM,5 mins 14 secs,50.0,13.33,6.67,3.33,6.67,-,6.67,-,5.00,6.67,3.33,0.00,-1.67
443,Finished,8 November 2020  5:39 PM,8 November 2020  6:21 PM,41 mins 6 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
76,Finished,8 November 2020  5:41 PM,8 November 2020  5:52 PM,11 mins 1 sec,38.33,13.33,-1.67,6.67,-1.67,6.67,6.67,6.67,5.00,-1.67,0.00,0.00,-1.67
179,Finished,8 November 2020  5:41 PM,8 November 2020  6:19 PM,37 mins 59 secs,59.67,8.00,6.67,6.67,6.67,-1.67,6.67,6.67,0.00,6.67,6.67,0.00,6.67
184,Finished,8 November 2020  5:43 PM,8 November 2020  5:51 PM,7 mins 3 secs,41.33,8.00,-1.67,6.67,-1.67,6.67,0.00,6.67,5.00,6.67,6.67,0.00,-1.67
87,Finished,8 November 2020  5:45 PM,8 November 2020  6:25 PM,40 mins,63.33,26.67,6.67,6.67,-1.67,-1.67,0.00,6.67,-,6.67,6.67,0.00,6.67
63,Finished,8 November 2020  5:46 PM,8 November 2020  6:12 PM,25 mins 58 secs,33.33,13.33,-1.67,3.33,-1.67,-1.67,0.00,0.00,5.00,6.67,3.33,0.00,6.67
284,Finished,8 November 2020  5:49 PM,8 November 2020  6:31 PM,41 mins 15 secs,23.33,13.33,-,1.67,-1.67,-1.67,6.67,-,-,-1.67,-,-,6.67
16,Finished,8 November 2020  5:50 PM,8 November 2020  6:29 PM,39 mins 51 secs,53.33,13.33,6.67,3.33,6.67,-1.67,0.00,6.67,6.67,6.67,6.67,0.00,-1.67
216,Finished,8 November 2020  5:51 PM,8 November 2020  6:08 PM,17 mins 30 secs,51.0,2.67,-1.67,6.67,6.67,-1.67,6.67,6.67,5.00,6.67,6.67,0.00,6.67
262,Finished,8 November 2020  5:51 PM,8 November 2020  6:13 PM,22 mins 4 secs,68.33,26.67,6.67,3.33,6.67,-1.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67
198,Finished,8 November 2020  5:51 PM,8 November 2020  5:58 PM,6 mins 24 secs,31.67,13.33,6.67,0.00,-1.67,6.67,0.00,6.67,0.00,-1.67,3.33,0.00,-1.67
97,Finished,8 November 2020  5:53 PM,8 November 2020  6:04 PM,10 mins 53 secs,26.67,0.00,-1.67,3.33,-1.67,-1.67,0.00,6.67,5.00,6.67,3.33,0.00,6.67
259,Finished,8 November 2020  5:53 PM,8 November 2020  6:35 PM,41 mins 15 secs,23.33,-,-1.67,6.67,-,-,-,6.67,5.00,-,0.00,0.00,6.67
236,Finished,8 November 2020  5:56 PM,8 November 2020  6:00 PM,4 mins 31 secs,25.0,0.00,-1.67,3.33,-1.67,-1.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67
64,Finished,8 November 2020  5:56 PM,8 November 2020  6:17 PM,20 mins 27 secs,18.33,13.33,-1.67,0.00,-1.67,-1.67,0.00,0.00,1.67,-1.67,3.33,0.00,6.67
245,Finished,8 November 2020  5:57 PM,8 November 2020  6:08 PM,11 mins 1 sec,26.67,0.00,-1.67,3.33,-1.67,-1.67,0.00,6.67,5.00,6.67,3.33,0.00,6.67
41,Finished,8 November 2020  5:58 PM,8 November 2020  6:38 PM,40 mins,16.67,-,6.67,-,-,-1.67,0.00,-,5.00,6.67,-,0.00,-
42,Finished,8 November 2020  5:58 PM,8 November 2020  6:40 PM,41 mins 47 secs,47.67,16.00,-1.67,-,-,-,6.67,6.67,0.00,6.67,6.67,0.00,6.67
51,Finished,8 November 2020  5:59 PM,8 November 2020  6:41 PM,41 mins 52 secs,26.67,-,-,6.67,-,6.67,-,6.67,-,-,-,-,6.67
59,Finished,8 November 2020  5:59 PM,8 November 2020  6:41 PM,41 mins 32 secs,48.0,8.00,6.67,6.67,-,-,-,6.67,-,6.67,6.67,0.00,6.67
242,Finished,8 November 2020  5:59 PM,8 November 2020  6:39 PM,40 mins,13.0,8.00,-,3.33,-,-1.67,-,0.00,5.00,-,-,-,-1.67
444,Finished,8 November 2020  6:02 PM,8 November 2020  6:42 PM,40 mins 1 sec,28.33,0.00,-1.67,6.67,-1.67,-1.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67
261,Finished,8 November 2020  6:13 PM,8 November 2020  6:53 PM,40 mins,31.67,0.00,6.67,3.33,-1.67,-1.67,-,6.67,5.00,6.67,6.67,0.00,-
15,Finished,8 November 2020  6:14 PM,8 November 2020  6:56 PM,41 mins 52 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
445,Finished,8 November 2020  6:19 PM,8 November 2020  6:35 PM,15 mins 56 secs,-1.67,0.00,-1.67,3.33,-1.67,-1.67,0.00,0.00,0.00,-1.67,3.33,0.00,-1.67
164,Finished,8 November 2020  6:20 PM,8 November 2020  7:02 PM,41 mins 55 secs,24.67,8.00,-1.67,-,-,-,0.00,-,0.00,6.67,6.67,6.67,-1.67
249,Finished,8 November 2020  6:20 PM,8 November 2020  6:46 PM,26 mins 24 secs,25.0,13.33,-1.67,3.33,-1.67,-1.67,0.00,0.00,0.00,6.67,0.00,0.00,6.67
112,Finished,8 November 2020  6:22 PM,8 November 2020  6:25 PM,2 mins 41 secs,61.67,26.67,6.67,3.33,-1.67,-1.67,6.67,6.67,5.00,-1.67,5.00,0.00,6.67
87,Finished,8 November 2020  6:25 PM,8 November 2020  6:35 PM,9 mins 28 secs,75.0,26.67,6.67,6.67,-1.67,-1.67,6.67,6.67,5.00,6.67,6.67,0.00,6.67
48,Finished,8 November 2020  6:27 PM,8 November 2020  6:56 PM,28 mins 43 secs,31.67,0.00,-1.67,3.33,6.67,6.67,0.00,0.00,5.00,6.67,6.67,0.00,-1.67
129,Finished,8 November 2020  6:30 PM,8 November 2020  6:56 PM,25 mins 58 secs,55.0,0.00,-1.67,5.00,-1.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67
107,Finished,8 November 2020  6:31 PM,8 November 2020  7:13 PM,41 mins 19 secs,13.33,-,6.67,3.33,-,-1.67,0.00,6.67,-,-1.67,-,0.00,-
190,Finished,8 November 2020  6:34 PM,8 November 2020  7:16 PM,41 mins 37 secs,24.67,8.00,6.67,-,-,-1.67,-,-,5.00,-,6.67,-,-
87,Finished,8 November 2020  6:36 PM,8 November 2020  7:18 PM,41 mins 32 secs,11.33,8.00,-,-,-1.67,-1.67,-,-,-,-,6.67,-,-
41,Finished,8 November 2020  6:38 PM,8 November 2020  7:20 PM,41 mins 51 secs,25.0,-,-,-,6.67,-,-,6.67,5.00,-,-,-,6.67
89,Finished,8 November 2020  6:40 PM,8 November 2020  7:22 PM,41 mins 10 secs,0.0,-,-,-,-,-,-,-,-,-,-,0.00,-
208,Finished,8 November 2020  6:47 PM,8 November 2020  7:29 PM,41 mins 45 secs,0.0,-,-,-,-,-,-,-,-,-,-,-,-
246,Finished,8 November 2020  6:48 PM,8 November 2020  7:30 PM,41 mins 23 secs,23.33,13.33,-,3.33,-,-,-,0.00,-,-,6.67,0.00,-
98,Finished,8 November 2020  6:51 PM,8 November 2020  7:33 PM,41 mins 45 secs,8.33,-,-,-,-1.67,-,6.67,-,-,-,3.33,-,-
261,Finished,8 November 2020  6:53 PM,8 November 2020  7:35 PM,41 mins 31 secs,25.0,-,-,-,-,-,-,6.67,5.00,6.67,6.67,0.00,-
42,Finished,8 November 2020  6:54 PM,8 November 2020  7:36 PM,41 mins 19 secs,36.67,0.00,-1.67,5.00,-,-,6.67,6.67,0.00,6.67,6.67,0.00,6.67
152,Finished,8 November 2020  6:57 PM,8 November 2020  6:59 PM,2 mins 6 secs,53.33,13.33,6.67,3.33,6.67,6.67,0.00,0.00,5.00,6.67,6.67,0.00,-1.67
324,Finished,11 November 2020  12:02 PM,11 November 2020  12:20 PM,17 mins 30 secs,43.0,21.33,-1.67,3.33,6.67,-1.67,0.00,6.67,0.00,-1.67,3.33,0.00,6.67
343,Finished,11 November 2020  12:03 PM,11 November 2020  12:45 PM,41 mins 58 secs,21.0,2.67,-1.67,1.67,-,-1.67,0.00,6.67,0.00,6.67,6.67,-,-
321,Finished,11 November 2020  12:05 PM,11 November 2020  12:18 PM,12 mins 32 secs,8.33,0.00,-1.67,3.33,-1.67,-1.67,0.00,6.67,3.33,-1.67,3.33,0.00,-1.67
332,Finished,11 November 2020  12:06 PM,11 November 2020  12:38 PM,32 mins 42 secs,38.0,8.00,-1.67,6.67,6.67,-1.67,0.00,6.67,0.00,6.67,0.00,0.00,6.67
379,Finished,11 November 2020  12:08 PM,11 November 2020  12:48 PM,40 mins,21.33,8.00,6.67,-,6.67,-1.67,-,0.00,-,-,3.33,0.00,-1.67
329,Finished,11 November 2020  12:26 PM,11 November 2020  1:06 PM,40 mins 1 sec,22.33,10.67,-1.67,-,-1.67,-1.67,0.00,6.67,5.00,-,6.67,0.00,-1.67
333,Finished,11 November 2020  12:30 PM,11 November 2020  1:10 PM,40 mins,13.33,0.00,6.67,3.33,-1.67,-1.67,0.00,0.00,1.67,-1.67,0.00,6.67,-
361,Finished,11 November 2020  12:37 PM,11 November 2020  12:51 PM,14 mins 31 secs,30.0,0.00,-1.67,3.33,-1.67,6.67,6.67,6.67,5.00,-1.67,0.00,0.00,6.67
368,Finished,11 November 2020  12:45 PM,11 November 2020  12:54 PM,9 mins 18 secs,18.33,0.00,6.67,3.33,-1.67,-1.67,0.00,6.67,1.67,-1.67,6.67,0.00,-1.67
362,Finished,11 November 2020  12:45 PM,11 November 2020  1:14 PM,28 mins 49 secs,36.67,0.00,-1.67,3.33,6.67,-1.67,0.00,6.67,0.00,6.67,3.33,6.67,6.67
